 Protocol, Flow Duration,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd Packets/s, Bwd Packets/s,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Label
6,2047860,2807.320813,8.301348725,127991.25,488429.0714,1959164,49,88696,11087,16294.657,47121,224,2047685,292526.4286,752405.5175,1998743,617,4.394831678,3.906517047,29200,8,5,32,BENIGN
6,3671043,3479.120239,7.082455858,146841.72,487520.6988,1991866,1,1679177,167917.7,471174.3528,1506753,15,3670747,262196.2143,651340.4349,1991948,1,2.996423632,4.086032226,29200,8,6,32,BENIGN
6,3,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,276,-1,0,32,BENIGN
6,49,632653.0612,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,40816.32653,0,254,-1,0,32,BENIGN
6,2,15500000,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,1000000,0,272,-1,0,32,BENIGN
17,68924,1392.838489,29.01746852,68924,0,68924,68924,0,0,0,0,0,0,0,0,0,0,14.50873426,14.50873426,-1,-1,0,32,BENIGN
17,187,1026737.968,21390.37433,62.33333333,67.00248752,135,3,3,3,0,3,3,49,49,0,49,49,10695.18717,10695.18717,-1,-1,1,20,BENIGN
17,168276,1158.810526,11.88523616,168276,0,168276,168276,0,0,0,0,0,0,0,0,0,0,5.94261808,5.94261808,-1,-1,0,32,BENIGN
17,189,2349206.349,21164.02116,63,68.73863542,138,3,3,3,0,3,3,48,48,0,48,48,10582.01058,10582.01058,-1,-1,1,20,BENIGN
17,72517981,5.52966305,0.055158734,24200000,41800000,72400000,47045,72500000,72500000,0,72500000,72500000,72500000,72500000,0,72500000,72500000,0.027579367,0.027579367,-1,-1,1,20,BENIGN
6,14941585,1118.55603,2.141673725,481986.6129,1852129.864,9999790,1,4941795,380138.0769,829664.5321,2279947,1,14900000,877011,2466400.819,9999832,1,0.936982255,1.20469147,29200,86,5,32,BENIGN
6,14978313,1312.163793,2.53700133,404819.2703,1698252.277,9998654,1,4979659,355689.9286,792849.3569,2237231,48,14900000,679360.5909,2182482.227,9998694,1,1.001447893,1.535553436,29200,86,4,32,BENIGN
6,15036388,1307.428353,2.660213344,385548.4103,1656593.533,10000000,1,5033350,314584.375,751224.5018,2266220,14,15000000,682011.3182,2183707.097,10000000,1,1.130590671,1.529622673,29200,86,6,32,BENIGN
6,5212425,184.3671612,1.534794266,744632.1429,1858353.894,4958246,139,254179,84726.33333,84140.34168,168591,313,5127289,1709096.333,2850143.956,5000058,41276,0.767397133,0.767397133,8192,60,3,20,BENIGN
6,101,118811.8812,19801.9802,101,0,101,101,101,101,0,101,101,0,0,0,0,0,19801.9802,0,254,-1,1,20,BENIGN
17,47594,2017.060974,42.02210363,47594,0,47594,47594,0,0,0,0,0,0,0,0,0,0,21.01105181,21.01105181,-1,-1,0,32,BENIGN
17,83964,4573.388595,71.4591968,16792.8,24443.69053,53722,3,30239,10079.66667,17451.56659,30231,4,3,3,0,3,3,47.63946453,23.81973227,-1,-1,3,20,BENIGN
6,5350739,252.8622682,1.682010653,668842.375,1714194.59,4910393,53,5302457,1325614.25,2390269.914,4910393,85361,5265431,1755143.667,2810620.439,4999635,65487,0.934450363,0.74756029,8192,60,4,20,BENIGN
6,114078,157.7867775,26.29779624,57039,28316.79816,77062,37016,114078,114078,0,114078,114078,0,0,0,0,0,17.53186416,8.765932082,254,0,1,20,BENIGN
6,5835671,2.056318802,0.685439601,1945223.667,3349030.407,5812328,151,5835671,2917835.5,4093430.55,5812328,23343,0,0,0,0,0,0.514079701,0.1713599,8192,29200,2,20,BENIGN
6,14736534,1715.600154,2.035756848,508156.3448,1905179.425,10000000,1,4734277,364175.1538,782758.3658,2213910,48,14700000,980222.6667,2605057.498,10000000,1,0.950019862,1.085736985,29200,148,8,32,BENIGN
6,15463786,6527.185516,7.436729919,135647.2456,957703.8619,9999282,0,5464504,109290.08,326383.9048,1717619,46,15400000,244944.619,1284549.301,9999534,0,3.298028051,4.138701868,29200,171,14,32,BENIGN
6,14919707,1954.461974,2.278865128,452112.3333,1784619.606,9997143,0,4922564,328170.9333,712430.5157,2140554,11,14900000,875734.4118,2448656.266,9997394,0,1.072407119,1.206458009,29200,160,9,32,BENIGN
6,14955202,1953.90206,2.340322785,439858.8824,1757938.116,10000000,1,4955163,309697.6875,684362.3161,2095358,10,14900000,877820,2446569.283,10000000,1,1.13672821,1.203594575,29200,160,10,32,BENIGN
6,5258946,183.8771495,1.521217369,751278,1856035.27,4959460,144,299486,99828.66667,22404.99628,125582,84817,5174273,1724757.667,2837606.619,4999818,647,0.760608685,0.760608685,8192,60,3,20,BENIGN
6,85934,139.6420509,23.27367515,85934,0,85934,85934,85934,85934,0,85934,85934,0,0,0,0,0,23.27367515,0,254,-1,1,20,BENIGN
6,116670525,10.42251246,0.179994047,5833526.25,17900000,58300000,3,117000000,10600000,23500000,58300000,400,117000000,14600000,26900000,58300000,3,0.102853741,0.077140306,29200,349,6,32,BENIGN
6,6020325,1.993247873,0.664415958,2006775,3402068.548,5934836,48,6020325,3010162.5,4136112.929,5934836,85489,0,0,0,0,0,0.498311968,0.166103989,8192,29200,2,20,BENIGN
6,3,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,58,-1,1,20,BENIGN
17,22726,4224.236557,88.00492828,22726,0,22726,22726,0,0,0,0,0,0,0,0,0,0,44.00246414,44.00246414,-1,-1,0,32,BENIGN
6,117274876,10.36880227,0.170539511,6172361.895,18400000,58900000,3,117000000,11700000,24700000,59000000,176,117000000,14700000,27100000,58900000,3,0.093796731,0.07674278,29200,349,6,32,BENIGN
6,105654576,24.10685932,0.179831302,5869698.667,12500000,51300000,98,106000000,7043631.867,13500000,51300000,479,103000000,51300000,28000000,71200000,31500000,0.151436886,0.028394416,29200,0,11,32,DoS slowloris
6,105653658,24.10706878,0.179832865,5869647.667,12500000,51300000,74,106000000,7043572.267,13500000,51300000,585,103000000,51300000,28000000,71200000,31500000,0.151438202,0.028394663,29200,0,11,32,DoS slowloris
6,105662319,24.10509275,0.179818124,5870128.833,12500000,51300000,77,106000000,7044145.467,13500000,51300000,680,103000000,51300000,28000000,71200000,31500000,0.151425789,0.028392335,29200,0,11,32,DoS slowloris
6,105662255,24.10510735,0.179818233,5870125.278,12500000,51300000,39,106000000,7044145.733,13500000,51300000,519,103000000,51300000,28000000,71200000,31500000,0.151425881,0.028392353,29200,0,11,32,DoS slowloris
6,102685946,24.80378376,0.165553327,6417871.625,13200000,51300000,47,103000000,7898912.308,14400000,51300000,258,103000000,51300000,28200000,71300000,31400000,0.136338034,0.029215293,29200,0,11,32,DoS slowloris
6,3001275,0,0.999575181,1500637.5,711808.3342,2003962,997313,3001275,1500637.5,711808.3342,2003962,997313,0,0,0,0,0,0.999575181,0,29200,-1,0,40,DoS slowloris
6,105653012,24.10721618,0.179833964,5869611.778,12500000,51300000,40,106000000,7043531.267,13500000,51300000,329,103000000,51300000,28000000,71200000,31500000,0.151439128,0.028394836,29200,0,11,32,DoS slowloris
6,3002574,0,0.999142736,1501287,710642.3151,2003787,998787,3002574,1501287,710642.3151,2003787,998787,0,0,0,0,0,0.999142736,0,29200,-1,0,40,DoS slowloris
6,3002525,0,0.999159041,1501262.5,710661.407,2003776,998749,3002525,1501262.5,710661.407,2003776,998749,0,0,0,0,0,0.999159041,0,29200,-1,0,40,DoS slowloris
6,3003632,0,0.998790797,1501816,709892.7819,2003786,999846,3003632,1501816,709892.7819,2003786,999846,0,0,0,0,0,0.998790797,0,29200,-1,0,40,DoS slowloris
6,3002665,0,0.999112455,1501332.5,710675.5491,2003856,998809,3002665,1501332.5,710675.5491,2003856,998809,0,0,0,0,0,0.999112455,0,29200,-1,0,40,DoS slowloris
6,3002289,0,0.999237582,1501144.5,710955.5634,2003866,998423,3002289,1501144.5,710955.5634,2003866,998423,0,0,0,0,0,0.999237582,0,29200,-1,0,40,DoS slowloris
6,102649625,24.8125602,0.165611906,6415601.563,13200000,51300000,24,103000000,7896120.923,14300000,51300000,318,103000000,51300000,28000000,71200000,31500000,0.136386275,0.02922563,29200,0,11,32,DoS slowloris
6,3001608,0,0.999464287,1500804,711872.6809,2004174,997434,3001608,1500804,711872.6809,2004174,997434,0,0,0,0,0,0.999464287,0,29200,-1,0,40,DoS slowloris
6,103594635,24.5862153,0.173754172,6093802.059,12900000,51300000,119,104000000,7399606.429,13900000,51300000,396,103000000,51300000,28100000,71200000,31400000,0.144795143,0.028959029,29200,0,11,32,DoS slowloris
6,105618659,24.11505717,0.179892456,5867703.278,12500000,51300000,71,106000000,7041239,13500000,51300000,251,103000000,51300000,27900000,71000000,31600000,0.151488384,0.028404072,29200,0,11,32,DoS slowloris
6,102593646,24.82609888,0.16570227,6412102.875,13200000,51300000,83,103000000,7891807.615,14300000,51300000,322,103000000,51300000,28100000,71200000,31400000,0.136460693,0.029241577,29200,0,11,32,DoS slowloris
6,3001527,0,0.999491259,1500763.5,711642.8712,2003971,997556,3001527,1500763.5,711642.8712,2003971,997556,0,0,0,0,0,0.999491259,0,29200,-1,0,40,DoS slowloris
6,102638641,24.81521555,0.165629629,6414915.062,13200000,51300000,110,103000000,7895271.615,14300000,51300000,273,103000000,51300000,27900000,71000000,31600000,0.136400871,0.029228758,29200,0,11,32,DoS slowloris
6,102638439,24.81526439,0.165629955,6414902.438,13200000,51300000,17,103000000,7895263.154,14300000,51300000,383,103000000,51300000,27900000,71000000,31600000,0.136401139,0.029228816,29200,0,11,32,DoS slowloris
6,105581075,24.12364148,0.179956493,5865615.278,12500000,51300000,85,106000000,7038731.667,13500000,51300000,472,103000000,51300000,28100000,71200000,31400000,0.15154231,0.028414183,29200,0,11,32,DoS slowloris
6,105581414,24.12356402,0.179955915,5865634.111,12500000,51300000,58,106000000,7038757.067,13500000,51300000,706,103000000,51300000,28100000,71200000,31400000,0.151541823,0.028414092,29200,0,11,32,DoS slowloris
6,3003660,0,0.998781487,1501830,710213.8084,2004027,999633,3003660,1501830,710213.8084,2004027,999633,0,0,0,0,0,0.998781487,0,29200,-1,0,40,DoS slowloris
6,3002229,0,0.999257552,1501114.5,711149.3107,2003973,998256,3002229,1501114.5,711149.3107,2003973,998256,0,0,0,0,0,0.999257552,0,29200,-1,0,40,DoS slowloris
6,3001387,0,0.99953788,1500693.5,712037.4368,2004180,997207,3001387,1500693.5,712037.4368,2004180,997207,0,0,0,0,0,0.99953788,0,29200,-1,0,40,DoS slowloris
6,102613824,24.82121707,0.165669686,6413364,13200000,51300000,33,103000000,7893365.538,14300000,51300000,243,103000000,51300000,27900000,71000000,31600000,0.136433859,0.029235827,29200,0,11,32,DoS slowloris
6,3001350,0,0.999550202,1500675,712063.5997,2004180,997170,3001350,1500675,712063.5997,2004180,997170,0,0,0,0,0,0.999550202,0,29200,-1,0,40,DoS slowloris
6,105684667,24.09999551,0.1797801,5871370.389,12500000,51300000,55,106000000,7045640.8,13500000,51300000,313,103000000,51300000,28200000,71300000,31400000,0.151393768,0.028386332,29200,0,11,32,DoS slowloris
6,3003590,0,0.998804764,1501795,710186.9383,2003973,999617,3003590,1501795,710186.9383,2003973,999617,0,0,0,0,0,0.998804764,0,29200,-1,0,40,DoS slowloris
6,3002709,0,0.999097815,1501354.5,711080.0142,2004164,998545,3002709,1501354.5,711080.0142,2004164,998545,0,0,0,0,0,0.999097815,0,29200,-1,0,40,DoS slowloris
6,3002286,0,0.99923858,1501143,711379.1204,2004164,998122,3002286,1501143,711379.1204,2004164,998122,0,0,0,0,0,0.99923858,0,29200,-1,0,40,DoS slowloris
6,3002385,0,0.999205632,1501192.5,711300.6315,2004158,998227,3002385,1501192.5,711300.6315,2004158,998227,0,0,0,0,0,0.999205632,0,29200,-1,0,40,DoS slowloris
6,102681865,24.80476957,0.165559907,6417616.563,13200000,51300000,76,103000000,7898599.154,14400000,51300000,334,103000000,51300000,28200000,71300000,31400000,0.136343453,0.029216454,29200,0,11,32,DoS slowloris
6,3001607,0,0.99946462,1500803.5,711593.3737,2003976,997631,3001607,1500803.5,711593.3737,2003976,997631,0,0,0,0,0,0.99946462,0,29200,-1,0,40,DoS slowloris
6,102593521,24.82612913,0.165702472,6412095.063,13200000,51300000,4,103000000,7891805.462,14300000,51300000,4,103000000,51300000,28100000,71200000,31400000,0.136460859,0.029241613,29200,0,11,32,DoS slowloris
6,102594692,24.82584577,0.16570058,6412168.25,13200000,51300000,82,103000000,7891893.077,14300000,51300000,387,103000000,51300000,28100000,71200000,31400000,0.136459301,0.029241279,29200,0,11,32,DoS slowloris
6,3001468,0,0.999510906,1500734,711801.9702,2004054,997414,3001468,1500734,711801.9702,2004054,997414,0,0,0,0,0,0.999510906,0,29200,-1,0,40,DoS slowloris
6,103710828,24.55867,0.173559505,6100636.941,12900000,51400000,62,104000000,7407911.857,13900000,51400000,329,103000000,51400000,28000000,71200000,31600000,0.144632921,0.028926584,29200,0,11,32,DoS slowloris
6,105706561,24.0950039,0.179742864,5872586.722,12500000,51400000,18,106000000,7047097,13500000,51400000,441,103000000,51400000,28000000,71200000,31600000,0.151362412,0.028380452,29200,0,11,32,DoS slowloris
6,105706737,24.09496379,0.179742565,5872596.5,12500000,51400000,70,106000000,7047110.333,13500000,51400000,475,103000000,51400000,28000000,71200000,31600000,0.15136216,0.028380405,29200,0,11,32,DoS slowloris
6,3002519,0,0.999161038,1501259.5,710958.3918,2003983,998536,3002519,1501259.5,710958.3918,2003983,998536,0,0,0,0,0,0.999161038,0,29200,-1,0,40,DoS slowloris
6,102709817,24.79801906,0.16551485,6419363.563,13200000,51400000,79,103000000,7900747.615,14400000,51400000,232,103000000,51400000,28000000,71200000,31600000,0.136306347,0.029208503,29200,0,11,32,DoS slowloris
6,3001650,0,0.999450302,1500825,711869.8525,2004193,997457,3001650,1500825,711869.8525,2004193,997457,0,0,0,0,0,0.999450302,0,29200,-1,0,40,DoS slowloris
6,105698648,24.09680775,0.17975632,5872147.111,12500000,51400000,114,106000000,7046568.933,13500000,51400000,540,103000000,51300000,28000000,71200000,31500000,0.151373743,0.028382577,29200,0,11,32,DoS slowloris
6,102694647,24.80168221,0.1655393,6418415.438,13200000,51400000,56,103000000,7899583.692,14400000,51400000,662,103000000,51300000,28000000,71200000,31500000,0.136326483,0.029212818,29200,0,11,32,DoS slowloris
6,102694614,24.80169018,0.165539353,6418413.375,13200000,51400000,53,103000000,7899580.923,14400000,51400000,450,103000000,51300000,28000000,71200000,31500000,0.136326526,0.029212827,29200,0,11,32,DoS slowloris
6,3002175,0,0.999275525,1501087.5,711057.3868,2003881,998294,3002175,1501087.5,711057.3868,2003881,998294,0,0,0,0,0,0.999275525,0,29200,-1,0,40,DoS slowloris
6,3001211,0,0.999596496,1500605.5,711765.9078,2003900,997311,3001211,1500605.5,711765.9078,2003900,997311,0,0,0,0,0,0.999596496,0,29200,-1,0,40,DoS slowloris
6,3003421,0,0.998860966,1501710.5,710049.0525,2003791,999630,3003421,1501710.5,710049.0525,2003791,999630,0,0,0,0,0,0.998860966,0,29200,-1,0,40,DoS slowloris
6,3002586,0,0.999138742,1501293,710674.842,2003816,998770,3002586,1501293,710674.842,2003816,998770,0,0,0,0,0,0.999138742,0,29200,-1,0,40,DoS slowloris
6,3002538,0,0.999154715,1501269,710619.6877,2003753,998785,3002538,1501269,710619.6877,2003753,998785,0,0,0,0,0,0.999154715,0,29200,-1,0,40,DoS slowloris
6,103692071,24.56311245,0.173590901,6099533.588,12900000,51400000,73,104000000,7406571.286,13900000,51400000,773,103000000,51300000,28000000,71200000,31500000,0.144659084,0.028931817,29200,0,11,32,DoS slowloris
6,3002501,0,0.999167028,1501250.5,710706.6618,2003796,998705,3002501,1501250.5,710706.6618,2003796,998705,0,0,0,0,0,0.999167028,0,29200,-1,0,40,DoS slowloris
6,3003626,0,0.998792792,1501813,710184.1099,2003989,999637,3003626,1501813,710184.1099,2003989,999637,0,0,0,0,0,0.998792792,0,29200,-1,0,40,DoS slowloris
6,3002058,0,0.99931447,1501029,711019.9101,2003796,998262,3002058,1501029,711019.9101,2003796,998262,0,0,0,0,0,0.99931447,0,29200,-1,0,40,DoS slowloris
6,100997435,0.158419865,0.039604966,33700000,58300000,101000000,42,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802483,0.019802483,229,235,1,32,DoS slowloris
6,100997411,0.158419902,0.039604976,33700000,58300000,101000000,59,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802488,0.019802488,229,235,1,32,DoS slowloris
6,100997410,0.158419904,0.039604976,33700000,58300000,101000000,58,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802488,0.019802488,229,235,1,32,DoS slowloris
6,100997402,0.158419917,0.039604979,33700000,58300000,101000000,25,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.01980249,0.01980249,229,235,1,32,DoS slowloris
6,100997411,0.158419902,0.039604976,33700000,58300000,101000000,60,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802488,0.019802488,229,235,1,32,DoS slowloris
6,100997404,0.158419913,0.039604978,33700000,58300000,101000000,45,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802489,0.019802489,229,235,1,32,DoS slowloris
6,100997397,0.158419924,0.039604981,33700000,58300000,101000000,37,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802491,0.019802491,229,235,1,32,DoS slowloris
6,100997386,0.158419942,0.039604985,33700000,58300000,101000000,49,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802493,0.019802493,229,235,1,32,DoS slowloris
6,100997345,0.158420006,0.039605001,33700000,58300000,101000000,48,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802501,0.019802501,229,235,1,32,DoS slowloris
6,100997376,0.158419957,0.039604989,33700000,58300000,101000000,86,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802495,0.019802495,229,235,1,32,DoS slowloris
6,100997357,0.158419987,0.039604997,33700000,58300000,101000000,21,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802498,0.019802498,229,235,1,32,DoS slowloris
6,100997400,0.15841992,0.03960498,33700000,58300000,101000000,57,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.01980249,0.01980249,229,235,1,32,DoS slowloris
6,100997340,0.158420014,0.039605003,33700000,58300000,101000000,48,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802502,0.019802502,229,235,1,32,DoS slowloris
6,100997315,0.158420053,0.039605013,33700000,58300000,101000000,49,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802507,0.019802507,229,235,1,32,DoS slowloris
6,100997327,0.158420034,0.039605009,33700000,58300000,101000000,48,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802504,0.019802504,229,235,1,32,DoS slowloris
6,100997281,0.158420106,0.039605027,33700000,58300000,101000000,71,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802513,0.019802513,229,235,1,32,DoS slowloris
6,100997281,0.158420106,0.039605027,33700000,58300000,101000000,53,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802513,0.019802513,229,235,1,32,DoS slowloris
6,100997227,0.158420191,0.039605048,33700000,58300000,101000000,50,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802524,0.019802524,229,235,1,32,DoS slowloris
6,100997230,0.158420186,0.039605047,33700000,58300000,101000000,37,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802523,0.019802523,229,235,1,32,DoS slowloris
6,100997247,0.15842016,0.03960504,33700000,58300000,101000000,52,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.01980252,0.01980252,229,235,1,32,DoS slowloris
6,100997228,0.15842019,0.039605047,33700000,58300000,101000000,75,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802524,0.019802524,229,235,1,32,DoS slowloris
6,100997244,0.158420164,0.039605041,33700000,58300000,101000000,77,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802521,0.019802521,229,235,1,32,DoS slowloris
6,100997186,0.158420255,0.039605064,33700000,58300000,101000000,20,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802532,0.019802532,229,235,1,32,DoS slowloris
6,100997183,0.15842026,0.039605065,33700000,58300000,101000000,6,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802533,0.019802533,229,235,1,32,DoS slowloris
6,100997214,0.158420211,0.039605053,33700000,58300000,101000000,49,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802526,0.019802526,229,235,1,32,DoS slowloris
6,100997209,0.158420219,0.039605055,33700000,58300000,101000000,90,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802527,0.019802527,229,235,1,32,DoS slowloris
6,100997233,0.158420182,0.039605045,33700000,58300000,101000000,68,101000000,101000000,0,101000000,101000000,101000000,101000000,0,101000000,101000000,0.019802523,0.019802523,229,235,1,32,DoS slowloris
6,102734505,23.32225186,0.165475076,6420906.563,13200000,51400000,91,103000000,7902647.231,14400000,51400000,235,103000000,51400000,28000000,71200000,31600000,0.136273592,0.029201484,29200,0,11,32,DoS slowloris
6,102733330,23.3225186,0.165476968,6420833.125,13200000,51400000,48,103000000,7902556.769,14400000,51400000,462,103000000,51400000,28000000,71200000,31600000,0.13627515,0.029201818,29200,0,11,32,DoS slowloris
6,3003662,0,0.998780822,1501831,710152.9972,2003985,999677,3003662,1501831,710152.9972,2003985,999677,0,0,0,0,0,0.998780822,0,29200,-1,0,40,DoS slowloris
6,102723949,24.79460754,0.16549208,6420246.813,13200000,51400000,81,103000000,7901834.692,14400000,51400000,274,103000000,51400000,28000000,71200000,31600000,0.136287595,0.029204485,29200,0,11,32,DoS slowloris
6,102722765,24.79489332,0.165493988,6420172.813,13200000,51400000,45,103000000,7901746.077,14400000,51400000,240,103000000,51400000,28000000,71200000,31600000,0.136289166,0.029204821,29200,0,11,32,DoS slowloris
6,3002381,0,0.999206963,1501190.5,710795.7573,2003799,998582,3002381,1501190.5,710795.7573,2003799,998582,0,0,0,0,0,0.999206963,0,29200,-1,0,40,DoS slowloris
6,103578642,24.59001152,0.173781,6092861.294,12900000,51300000,83,104000000,7398468.429,13900000,51300000,478,103000000,51300000,28100000,71200000,31400000,0.1448175,0.0289635,29200,0,11,32,DoS slowloris
6,103578632,24.59001389,0.173781017,6092860.706,12900000,51300000,94,104000000,7398467,13900000,51300000,680,103000000,51300000,28100000,71200000,31400000,0.144817514,0.028963503,29200,0,11,32,DoS slowloris
6,105629347,22.68309015,0.179874254,5868297.056,12500000,51300000,62,106000000,7041950.8,13500000,51300000,533,103000000,51300000,27900000,71000000,31600000,0.151473056,0.028401198,29200,0,11,32,DoS slowloris
6,3002548,0,0.999151387,1501274,710920.9152,2003971,998577,3002548,1501274,710920.9152,2003971,998577,0,0,0,0,0,0.999151387,0,29200,-1,0,40,DoS slowloris
6,3002443,0,0.999186329,1501221.5,710942.8355,2003934,998509,3002443,1501221.5,710942.8355,2003934,998509,0,0,0,0,0,0.999186329,0,29200,-1,0,40,DoS slowloris
6,3003545,0,0.998819728,1501772.5,709910.4596,2003755,999790,3003545,1501772.5,709910.4596,2003755,999790,0,0,0,0,0,0.998819728,0,29200,-1,0,40,DoS slowloris
6,3003528,0,0.998825381,1501764,709922.4804,2003755,999773,3003528,1501764,709922.4804,2003755,999773,0,0,0,0,0,0.998825381,0,29200,-1,0,40,DoS slowloris
6,102684017,24.80424972,0.165556437,6417751.063,13200000,51300000,86,103000000,7898761.385,14400000,51300000,437,103000000,51300000,28200000,71300000,31400000,0.136340595,0.029215842,29200,0,11,32,DoS slowloris
6,102683987,24.80425697,0.165556485,6417749.188,13200000,51300000,47,103000000,7898759.231,14400000,51300000,374,103000000,51300000,28200000,71300000,31400000,0.136340635,0.02921585,29200,0,11,32,DoS slowloris
6,3003832,0,0.998724296,1501916,710038.4459,2003989,999843,3003832,1501916,710038.4459,2003989,999843,0,0,0,0,0,0.998724296,0,29200,-1,0,40,DoS slowloris
6,3003752,0,0.998750896,1501876,710076.6297,2003976,999776,3003752,1501876,710076.6297,2003976,999776,0,0,0,0,0,0.998750896,0,29200,-1,0,40,DoS slowloris
6,103598320,24.58534077,0.173747991,6094018.824,12900000,51300000,59,104000000,7399875.786,13900000,51300000,392,103000000,51300000,28100000,71200000,31400000,0.144789993,0.028957999,29200,0,11,32,DoS slowloris
6,103622113,24.57969565,0.173708096,6095418.412,12900000,51300000,36,104000000,7401576.929,13900000,51300000,274,103000000,51300000,28100000,71200000,31500000,0.144756747,0.028951349,29200,0,11,32,DoS slowloris
6,105630669,24.11231534,0.179872003,5868370.5,12500000,51300000,81,106000000,7042039.2,13500000,51300000,469,103000000,51300000,27900000,71000000,31600000,0.15147116,0.028400843,29200,0,11,32,DoS slowloris
6,3002867,0,0.999045246,1501433.5,710989.5045,2004179,998688,3002867,1501433.5,710989.5045,2004179,998688,0,0,0,0,0,0.999045246,0,29200,-1,0,40,DoS slowloris
6,102582521,24.82879125,0.16572024,6411407.563,13200000,51300000,70,103000000,7890957.769,14300000,51300000,236,103000000,51300000,28100000,71200000,31400000,0.136475492,0.029244748,29200,0,11,32,DoS slowloris
6,103605358,24.58367066,0.173736188,6094432.824,12900000,51300000,64,104000000,7400378.143,13900000,51300000,336,103000000,51300000,28100000,71200000,31500000,0.144780157,0.028956031,29200,0,11,32,DoS slowloris
6,3002719,0,0.999094487,1501359.5,710814.142,2003981,998738,3002719,1501359.5,710814.142,2003981,998738,0,0,0,0,0,0.999094487,0,29200,-1,0,40,DoS slowloris
6,102695397,24.80150108,0.165538091,6418462.312,13200000,51400000,4,103000000,7899642.385,14400000,51400000,4,103000000,51300000,28000000,71200000,31500000,0.136325487,0.029212604,29200,0,11,32,DoS slowloris
6,2999966,0,1.000011333,1499983,712948.8974,2004114,995852,2999966,1499983,712948.8974,2004114,995852,0,0,0,0,0,1.000011333,0,29200,-1,0,40,DoS slowloris
6,3003251,0,0.998917506,1501625.5,710436.547,2003980,999271,3003251,1501625.5,710436.547,2003980,999271,0,0,0,0,0,0.998917506,0,29200,-1,0,40,DoS slowloris
6,103702784,24.56057496,0.173572968,6100163.765,12900000,51400000,60,104000000,7407332.357,13900000,51400000,316,103000000,51400000,28000000,71200000,31600000,0.14464414,0.028928828,29200,0,11,32,DoS slowloris
6,3003713,0,0.998763863,1501856.5,710091.4789,2003967,999746,3003713,1501856.5,710091.4789,2003967,999746,0,0,0,0,0,0.998763863,0,29200,-1,0,40,DoS slowloris
6,103725837,24.55511639,0.173534391,6101519.824,12900000,51400000,72,104000000,7408982.357,13900000,51400000,481,103000000,51400000,28000000,71200000,31600000,0.144611993,0.028922399,29200,0,11,32,DoS slowloris
6,3002948,0,0.999018298,1501474,710646.5577,2003977,998971,3002948,1501474,710646.5577,2003977,998971,0,0,0,0,0,0.999018298,0,29200,-1,0,40,DoS slowloris
6,3003086,0,0.99897239,1501543,710399.0704,2003871,999215,3003086,1501543,710399.0704,2003871,999215,0,0,0,0,0,0.99897239,0,29200,-1,0,40,DoS slowloris
